Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6061,CA-2023-106061,2024-12-21,2024-12-26,Same Day,AS-10646,Stanley Flores,Corporate,United States,Port Regina,21487,West,TEC-TA-100058,Furniture,Chairs,Clark and Sons Chairs,996.64,4,0.08,118.01
6062,CA-2023-106062,2024-08-02,2024-08-06,Same Day,DV-10118,Sarah Williams,Corporate,United States,Port Edward,83198,West,OFF-ST-100030,Technology,Copiers,Cross Ltd Copiers,20.39,4,0.19,3.22
6063,CA-2023-106063,2024-05-26,2024-06-01,First Class,BW-10027,Alyssa Taylor,Corporate,United States,East Benjaminfort,04225,East,TEC-AP-100099,Furniture,Chairs,Evans Inc Chairs,182.78,5,0.47,6.5
6064,CA-2023-106064,2024-07-28,2024-07-30,Same Day,HP-10645,Hannah Lyons,Consumer,United States,West Heather,28119,Central,FUR-AP-100010,Furniture,Tables,Pierce and Sons Tables,887.99,2,0.46,102.97
6065,CA-2023-106065,2025-01-06,2025-01-13,First Class,AS-10418,John Perez,Consumer,United States,North Sarah,93814,South,OFF-PH-100061,Office Supplies,Paper,Wells Inc Paper,669.23,5,0.21,51.98
6066,CA-2023-106066,2024-09-13,2024-09-14,Second Class,SD-10972,Eric Mitchell,Home Office,United States,Natashaborough,90919,Central,OFF-CO-100029,Technology,Phones,Jackson-Woods Phones,90.11,4,0.13,21.38
6067,CA-2023-106067,2025-02-01,2025-02-05,Second Class,DV-10838,Emily Bryant,Consumer,United States,South Thomas,63897,West,TEC-ST-100070,Technology,Copiers,Lewis Inc Copiers,293.24,2,0.11,64.97
6068,CA-2023-106068,2024-11-21,2024-11-28,Second Class,KT-10619,Trevor Barnes,Corporate,United States,Paulton,12944,South,OFF-ST-100062,Technology,Copiers,Long-Thomas Copiers,257.65,5,0.32,14.1
6069,CA-2023-106069,2024-08-06,2024-08-08,Second Class,DV-10321,Kelsey Leonard,Corporate,United States,Port Stephanie,30391,East,OFF-ST-100017,Furniture,Bookcases,"Clark, Pope and Kirby Bookcases",347.94,4,0.37,59.17
6070,CA-2023-106070,2024-09-28,2024-10-03,Same Day,HP-10135,Jorge Thompson,Home Office,United States,Wilsonton,74160,South,OFF-EN-100065,Office Supplies,Labels,"Davis, Mccullough and Morris Labels",730.66,2,0.02,179.22
6071,CA-2023-106071,2024-05-08,2024-05-11,Standard Class,KT-10247,Veronica Mcdonald,Consumer,United States,Port Michelle,67140,East,FUR-CH-100013,Furniture,Chairs,Wilson LLC Chairs,60.84,2,0.15,4.07
6072,CA-2023-106072,2024-12-14,2024-12-15,First Class,SO-10224,Kimberly Fernandez,Consumer,United States,West Stephanieville,35544,West,TEC-EN-100040,Technology,Machines,"Cooper, Jackson and Harrison Machines",430.18,5,0.0,82.58
6073,CA-2023-106073,2024-07-09,2024-07-16,First Class,AS-10816,Isaac Carter,Corporate,United States,Davidville,27683,East,OFF-FU-100016,Furniture,Bookcases,Mitchell and Sons Bookcases,636.18,4,0.23,60.1
6074,CA-2023-106074,2024-07-09,2024-07-16,Second Class,AS-10307,Andrew Mayer,Home Office,United States,South Nicholas,06575,West,TEC-AP-100050,Office Supplies,Storage,"Haley, Owens and Green Storage",252.96,5,0.05,24.82
6075,CA-2023-106075,2024-07-13,2024-07-14,Second Class,PW-10542,Michael Perry,Home Office,United States,Jillstad,35218,Central,OFF-PH-100060,Office Supplies,Storage,Krause Group Storage,349.92,2,0.09,20.82
6076,CA-2023-106076,2024-03-28,2024-04-03,Standard Class,AS-10205,Larry Hall,Consumer,United States,Port Richardville,71226,South,FUR-PH-100052,Office Supplies,Labels,Lewis-Brown Labels,629.9,4,0.3,80.62
6077,CA-2023-106077,2024-07-05,2024-07-09,First Class,PW-10300,Cheryl Tucker,Consumer,United States,Jeffreyshire,07695,West,TEC-PH-100074,Technology,Accessories,Garner-Rogers Accessories,120.78,5,0.5,14.99
6078,CA-2023-106078,2024-09-11,2024-09-15,First Class,HP-10678,Michelle Brown,Consumer,United States,Christophermouth,05470,South,TEC-BI-100028,Office Supplies,Labels,Crawford-Garcia Labels,59.81,2,0.41,5.97
6079,CA-2023-106079,2024-09-02,2024-09-03,Same Day,PW-10295,Lindsey Woods,Corporate,United States,Haleymouth,88545,West,TEC-CO-100020,Furniture,Furnishings,Miller-Smith Furnishings,627.81,5,0.5,34.04
6080,CA-2023-106080,2024-06-20,2024-06-23,Standard Class,PW-10927,James Hoffman,Consumer,United States,South Caitlin,74969,East,OFF-ST-100085,Furniture,Chairs,Nelson-Bass Chairs,380.44,1,0.05,95.49
6081,CA-2023-106081,2025-01-09,2025-01-13,Same Day,DV-10760,Meghan Stone,Home Office,United States,North Gabriel,38809,Central,FUR-ST-100015,Furniture,Tables,"Edwards, Bradford and Smith Tables",29.82,5,0.32,2.65
6082,CA-2023-106082,2025-01-23,2025-01-30,Second Class,DV-10058,Jason Morris,Consumer,United States,Randallshire,49975,South,FUR-AP-100091,Office Supplies,Labels,Johnson Ltd Labels,592.52,2,0.42,56.32
6083,CA-2023-106083,2024-12-23,2024-12-29,Same Day,KT-10692,Melissa Harding,Home Office,United States,West Andrew,21600,Central,OFF-EN-100031,Technology,Accessories,Shaw-Carlson Accessories,584.15,5,0.36,23.92
6084,CA-2023-106084,2024-10-23,2024-10-26,Second Class,IM-10461,Ruben Haas,Consumer,United States,Port Jay,88656,East,FUR-CO-100026,Office Supplies,Binders,"Kelly, Suarez and Williams Binders",494.33,5,0.34,82.54
6085,CA-2023-106085,2024-12-16,2024-12-21,First Class,AS-10767,Christopher Mcdowell,Consumer,United States,Craigland,32556,Central,OFF-AP-100026,Technology,Machines,"Jackson, Gutierrez and Baird Machines",890.46,5,0.37,117.06
6086,CA-2023-106086,2024-10-27,2024-10-30,Standard Class,HP-10512,Jonathan Brown,Home Office,United States,Byrdtown,77799,Central,FUR-PH-100092,Technology,Machines,Vazquez-Jones Machines,146.2,3,0.36,22.89
6087,CA-2023-106087,2024-12-27,2024-12-31,First Class,DV-10329,Sandra Ramirez,Corporate,United States,Garyberg,25441,East,OFF-ST-100083,Technology,Machines,Montgomery-Smith Machines,178.29,5,0.26,22.38
6088,CA-2023-106088,2024-12-16,2024-12-22,Second Class,SO-10399,Tara Hill,Corporate,United States,Gardnerville,43579,East,FUR-PH-100023,Furniture,Furnishings,Ramos PLC Furnishings,925.75,4,0.21,58.36
6089,CA-2023-106089,2024-06-11,2024-06-18,Standard Class,IM-10903,Christopher Reynolds,Corporate,United States,Kennethside,58639,East,FUR-FU-100087,Furniture,Chairs,Ramirez-Price Chairs,880.18,3,0.44,65.28
6090,CA-2023-106090,2025-01-04,2025-01-07,Second Class,SO-10733,James Peterson,Corporate,United States,Garciatown,79403,South,FUR-EN-100063,Office Supplies,Storage,Bullock Group Storage,147.41,2,0.32,13.45
6091,CA-2023-106091,2024-12-24,2024-12-30,Standard Class,CG-10947,Olivia Roberts,Corporate,United States,North Crystal,18514,South,FUR-EN-100063,Technology,Accessories,Stevens-Hines Accessories,547.48,5,0.44,90.91
6092,CA-2023-106092,2024-06-19,2024-06-21,Standard Class,DV-10319,Steven Knight,Corporate,United States,Pamelachester,10663,East,FUR-CO-100038,Technology,Machines,Brown-Wilson Machines,13.97,5,0.23,3.15
6093,CA-2023-106093,2024-12-06,2024-12-10,Second Class,AS-10480,Angela Weber,Home Office,United States,Smithstad,95533,West,TEC-PH-100067,Furniture,Chairs,"Walker, Ortiz and James Chairs",379.24,5,0.41,59.73
6094,CA-2023-106094,2024-07-08,2024-07-09,Second Class,SO-10982,John Andrade,Corporate,United States,Brooksland,20987,East,TEC-CO-100076,Furniture,Chairs,Hernandez LLC Chairs,538.24,5,0.04,76.76
6095,CA-2023-106095,2024-11-08,2024-11-15,Same Day,KT-10440,Ryan Figueroa,Consumer,United States,Jamesburgh,72795,West,OFF-CH-100019,Furniture,Furnishings,"Davis, Levy and Hughes Furnishings",360.01,2,0.16,78.88
6096,CA-2023-106096,2024-05-10,2024-05-14,Same Day,KT-10036,Jordan Woods,Consumer,United States,New Raymond,71575,West,TEC-FU-100024,Furniture,Chairs,Winters PLC Chairs,81.29,1,0.48,4.01
6097,CA-2023-106097,2024-04-08,2024-04-13,Same Day,HP-10343,James Kelly,Home Office,United States,East Sarahberg,59570,South,TEC-ST-100053,Furniture,Chairs,"Sharp, Mills and Sandoval Chairs",451.56,5,0.25,62.42
6098,CA-2023-106098,2024-09-15,2024-09-16,Second Class,IM-10559,Juan Holmes,Consumer,United States,Rachelborough,65287,Central,OFF-FU-100095,Office Supplies,Paper,"Dickerson, Johnson and Barrett Paper",583.54,2,0.45,95.73
6099,CA-2023-106099,2024-12-02,2024-12-07,Standard Class,HP-10851,Bonnie Nguyen,Consumer,United States,North Jesus,77706,West,OFF-AP-100068,Furniture,Tables,"Mejia, Smith and Williams Tables",309.6,4,0.28,35.09
6100,CA-2023-106100,2024-12-05,2024-12-11,Standard Class,CG-10660,Melinda Campos,Home Office,United States,East Xavier,14731,East,TEC-ST-100039,Technology,Accessories,Kennedy-Webster Accessories,938.55,1,0.4,127.27
6101,CA-2023-106101,2024-07-06,2024-07-12,First Class,PW-10523,Erika Harper,Consumer,United States,Williamshaven,88275,South,OFF-EN-100010,Technology,Copiers,Copeland-Spencer Copiers,775.44,3,0.05,78.37
6102,CA-2023-106102,2024-10-23,2024-10-27,Same Day,CG-10798,Zachary Douglas,Consumer,United States,Port Matthew,91949,West,FUR-BI-100027,Office Supplies,Storage,Malone LLC Storage,91.78,2,0.1,13.75
6103,CA-2023-106103,2024-08-14,2024-08-18,Same Day,SO-10558,Sabrina Ryan,Home Office,United States,Wellsberg,73021,South,FUR-TA-100078,Office Supplies,Paper,"Gutierrez, Shelton and Ballard Paper",72.9,4,0.47,7.56
6104,CA-2023-106104,2024-05-06,2024-05-08,First Class,IM-10229,Michael Hart,Corporate,United States,East Jeremy,36287,South,OFF-PA-100050,Technology,Accessories,Gallagher-Davidson Accessories,82.28,3,0.06,5.67
6105,CA-2023-106105,2024-06-17,2024-06-18,Same Day,BW-10200,Kevin Walton,Corporate,United States,Jamiechester,73611,Central,TEC-EN-100075,Furniture,Furnishings,Arroyo-Mejia Furnishings,385.18,1,0.14,91.46
6106,CA-2023-106106,2024-07-06,2024-07-10,First Class,CG-10708,Stephanie Crosby,Consumer,United States,North Christopher,55964,East,FUR-PA-100019,Furniture,Chairs,Escobar Group Chairs,136.64,4,0.39,19.44
6107,CA-2023-106107,2024-12-18,2024-12-21,Same Day,DV-10326,Sylvia Carter,Corporate,United States,Sarahburgh,74972,West,OFF-PH-100087,Technology,Machines,"Parks, Brown and Jones Machines",726.77,5,0.21,126.07
6108,CA-2023-106108,2024-09-15,2024-09-16,Same Day,SD-10621,Tiffany Lyons,Consumer,United States,Morrowville,66185,South,FUR-PA-100072,Office Supplies,Paper,"Smith, Scott and James Paper",963.45,3,0.39,63.31
6109,CA-2023-106109,2024-04-13,2024-04-18,Same Day,CG-10363,Phillip Kim,Consumer,United States,North Erin,78370,South,OFF-PA-100093,Office Supplies,Paper,Young Inc Paper,483.07,4,0.06,112.84
6110,CA-2023-106110,2024-06-22,2024-06-27,Second Class,PW-10200,Howard Jones,Corporate,United States,Dylanton,96963,West,TEC-FU-100062,Office Supplies,Binders,Fuentes-Schmidt Binders,313.64,4,0.19,16.02
6111,CA-2023-106111,2024-09-02,2024-09-05,First Class,IM-10377,Christine Shannon,Corporate,United States,Desireeshire,25604,South,FUR-CO-100068,Technology,Copiers,Hanson-Mcdonald Copiers,981.91,5,0.15,43.96
6112,CA-2023-106112,2024-08-04,2024-08-09,First Class,KT-10901,Kimberly Hutchinson,Corporate,United States,North Nicholas,20750,South,FUR-PH-100024,Office Supplies,Paper,Riddle-Wang Paper,357.97,4,0.0,64.39
6113,CA-2023-106113,2025-01-06,2025-01-07,Standard Class,CG-10064,Jenna Jones,Consumer,United States,Fowlerbury,33193,East,OFF-CO-100044,Office Supplies,Binders,Bush Ltd Binders,363.17,4,0.14,37.19
6114,CA-2023-106114,2024-12-22,2024-12-27,Same Day,IM-10111,David Ford,Home Office,United States,Port Isaiah,86121,East,OFF-AP-100063,Office Supplies,Paper,"Thompson, Burke and Johnson Paper",296.07,5,0.0,71.54
6115,CA-2023-106115,2024-07-28,2024-07-31,Same Day,IM-10148,Rebekah Mcclain,Corporate,United States,Lake Nathanmouth,49284,Central,OFF-AP-100034,Furniture,Tables,Brown-Hughes Tables,444.31,2,0.02,99.57
6116,CA-2023-106116,2024-06-29,2024-06-30,First Class,AS-10405,Dale Costa,Consumer,United States,Lake Samuelburgh,68455,Central,TEC-ST-100064,Technology,Phones,"Campbell, Mcdonald and Bishop Phones",334.66,1,0.18,51.65
6117,CA-2023-106117,2024-10-27,2024-10-28,Second Class,KT-10442,Kirk Brown,Consumer,United States,Elizabethstad,63587,West,FUR-TA-100029,Office Supplies,Binders,Davis-Walker Binders,80.74,4,0.1,11.95
6118,CA-2023-106118,2024-04-07,2024-04-14,Second Class,PW-10289,Robert Schmidt,Consumer,United States,Lake Edwardborough,99074,Central,TEC-CO-100070,Office Supplies,Binders,"Duffy, Salazar and Bowman Binders",641.37,3,0.31,39.0
6119,CA-2023-106119,2024-08-19,2024-08-23,First Class,SO-10153,Katie Martin,Consumer,United States,Port Rebecca,38812,East,OFF-CH-100094,Technology,Machines,Tapia Inc Machines,951.23,5,0.17,144.46
6120,CA-2023-106120,2024-04-29,2024-04-30,Standard Class,BW-10941,Leon Phillips,Home Office,United States,South Andrew,62289,South,OFF-EN-100025,Office Supplies,Storage,Boyer-Williams Storage,975.24,5,0.45,135.49
6121,CA-2023-106121,2024-06-12,2024-06-19,Standard Class,BW-10308,Sarah Martinez,Home Office,United States,New Allentown,39120,East,OFF-FU-100051,Technology,Accessories,"Johnson, Marshall and Smith Accessories",701.53,2,0.32,86.19
6122,CA-2023-106122,2024-06-26,2024-06-27,Same Day,CG-10113,Cynthia Lee,Consumer,United States,South Donaldbury,91310,East,OFF-CH-100010,Technology,Phones,Walsh PLC Phones,75.64,3,0.06,12.98
6123,CA-2023-106123,2024-06-22,2024-06-28,Same Day,AS-10992,Edward Cook,Corporate,United States,Reedfort,99268,Central,OFF-AP-100041,Furniture,Furnishings,Waters-Murphy Furnishings,751.3,2,0.25,78.78
6124,CA-2023-106124,2025-01-07,2025-01-11,Standard Class,DV-10053,Casey Clayton,Home Office,United States,Gonzalezview,31570,South,TEC-PA-100091,Furniture,Bookcases,Hammond and Sons Bookcases,755.18,2,0.33,75.2
6125,CA-2023-106125,2024-12-15,2024-12-17,First Class,KT-10685,Heather Ramos,Corporate,United States,East Shannonside,65100,East,TEC-EN-100014,Technology,Copiers,"Knapp, Carpenter and Gutierrez Copiers",255.98,1,0.48,39.26
6126,CA-2023-106126,2024-08-23,2024-08-24,Second Class,KT-10731,Jeffrey Cohen,Corporate,United States,Greenborough,90485,Central,FUR-PA-100047,Technology,Machines,Becker-Martinez Machines,162.11,1,0.32,23.43
6127,CA-2023-106127,2024-04-01,2024-04-04,Standard Class,BW-10860,Joseph Murphy,Corporate,United States,New Karenburgh,53351,West,TEC-FU-100026,Office Supplies,Binders,Sanchez-Webb Binders,949.21,5,0.19,213.53
6128,CA-2023-106128,2024-05-24,2024-05-30,Second Class,IM-10887,Jerry Davis,Consumer,United States,South Whitney,41362,East,OFF-EN-100077,Office Supplies,Binders,Velez LLC Binders,701.97,5,0.46,20.58
6129,CA-2023-106129,2024-10-24,2024-10-30,First Class,PW-10794,Stephanie Romero,Consumer,United States,Lauramouth,84835,West,OFF-FU-100090,Furniture,Furnishings,Roberts-Lopez Furnishings,817.02,1,0.24,100.84
6130,CA-2023-106130,2024-04-16,2024-04-23,Same Day,DV-10699,Faith Lopez,Corporate,United States,Amandaton,48489,East,TEC-BI-100049,Technology,Copiers,Russell-Jefferson Copiers,229.17,4,0.23,27.44
6131,CA-2023-106131,2024-03-28,2024-04-02,Second Class,AS-10878,Andrea Mccullough,Corporate,United States,South Gary,65428,East,OFF-PH-100093,Office Supplies,Paper,Olson Ltd Paper,73.31,5,0.1,6.65
6132,CA-2023-106132,2024-08-22,2024-08-23,First Class,SO-10444,Michael Orozco,Consumer,United States,Nancytown,74714,West,TEC-BI-100046,Office Supplies,Storage,Brown-Rodriguez Storage,676.03,1,0.39,69.15
6133,CA-2023-106133,2024-03-06,2024-03-10,First Class,HP-10695,Thomas Todd,Consumer,United States,Leonardborough,16193,East,OFF-PH-100030,Technology,Accessories,Wright-Perry Accessories,829.94,5,0.04,205.3
6134,CA-2023-106134,2024-03-28,2024-04-02,Second Class,SD-10224,Stephanie Velez,Consumer,United States,New Travis,26191,West,OFF-TA-100087,Technology,Phones,Cox and Sons Phones,561.77,2,0.21,127.2
6135,CA-2023-106135,2024-07-07,2024-07-13,Second Class,HP-10090,Jeffrey Allen,Corporate,United States,Lake Jameshaven,34286,West,TEC-ST-100096,Technology,Accessories,Brown-Greer Accessories,227.76,3,0.31,18.03
6136,CA-2023-106136,2025-02-01,2025-02-03,First Class,HP-10516,Jennifer Spencer,Home Office,United States,Reeseshire,50853,East,OFF-CO-100036,Office Supplies,Storage,Thompson-Hernandez Storage,943.82,1,0.22,54.52
6137,CA-2023-106137,2024-05-29,2024-06-01,Standard Class,SD-10759,Joshua Smith DDS,Home Office,United States,North Tanyaport,03729,Central,OFF-ST-100084,Technology,Accessories,Scott Inc Accessories,401.61,3,0.22,65.73
6138,CA-2023-106138,2024-12-26,2025-01-02,Second Class,SD-10215,Paul Carson,Consumer,United States,New Meganchester,00721,South,OFF-PH-100048,Technology,Machines,Rodriguez and Sons Machines,425.0,3,0.21,53.34
6139,CA-2023-106139,2024-08-11,2024-08-16,Standard Class,CG-10768,Anthony Stone,Corporate,United States,Bushview,43540,South,FUR-PA-100042,Furniture,Bookcases,Williams Ltd Bookcases,243.28,4,0.1,59.06
6140,CA-2023-106140,2024-11-08,2024-11-12,Same Day,DV-10639,Eric Golden,Consumer,United States,Moorehaven,99609,East,TEC-ST-100016,Office Supplies,Labels,"Villegas, Klein and Faulkner Labels",923.85,4,0.43,140.98
6141,CA-2023-106141,2025-01-20,2025-01-22,First Class,IM-10874,Valerie Rangel,Corporate,United States,Tannerstad,60722,West,FUR-PH-100080,Office Supplies,Paper,Carr-Powers Paper,460.33,5,0.21,92.62
6142,CA-2023-106142,2024-03-16,2024-03-20,Standard Class,HP-10756,Raven Jackson,Home Office,United States,Lake Adamfurt,61312,Central,FUR-AP-100061,Furniture,Chairs,"Crawford, Davis and Bird Chairs",125.3,2,0.0,27.9
6143,CA-2023-106143,2025-01-02,2025-01-08,First Class,SO-10858,Troy Kirby,Consumer,United States,Lake Judy,01794,East,OFF-TA-100043,Office Supplies,Paper,"Moore, Larson and Price Paper",213.17,3,0.3,26.0
6144,CA-2023-106144,2024-09-27,2024-10-04,First Class,PW-10925,Jennifer Bridges,Consumer,United States,Jasonside,93723,Central,TEC-ST-100015,Technology,Phones,"Graves, Beasley and Petersen Phones",294.77,3,0.03,80.83
6145,CA-2023-106145,2024-03-12,2024-03-13,Same Day,KT-10792,Nicolas Wolf,Consumer,United States,Port Laura,01378,East,OFF-CO-100042,Technology,Phones,Nelson Inc Phones,234.92,4,0.01,40.83
6146,CA-2023-106146,2024-12-23,2024-12-24,Second Class,IM-10263,Patrick Johnson,Consumer,United States,Wagnerstad,41632,East,TEC-CO-100090,Furniture,Bookcases,Johnson-Wilkins Bookcases,196.13,1,0.28,27.75
6147,CA-2023-106147,2024-06-16,2024-06-23,Same Day,AS-10690,Melissa Rios,Home Office,United States,Martinezborough,45856,East,FUR-PH-100074,Technology,Copiers,Miller PLC Copiers,574.97,4,0.27,96.89
6148,CA-2023-106148,2024-09-05,2024-09-12,First Class,KT-10337,Stephanie Banks DDS,Home Office,United States,New Johnbury,04045,West,FUR-ST-100091,Technology,Machines,Lopez-Villarreal Machines,255.37,4,0.21,56.57
6149,CA-2023-106149,2024-05-18,2024-05-24,Second Class,HP-10226,Stephen Mccoy,Consumer,United States,New Kiaraville,13229,Central,TEC-EN-100036,Office Supplies,Storage,Greene-Lee Storage,130.55,3,0.4,23.42
6150,CA-2023-106150,2024-10-09,2024-10-16,First Class,AS-10637,Sylvia Robbins,Corporate,United States,Hicksshire,63516,West,FUR-CH-100023,Technology,Machines,Cooper and Sons Machines,691.31,1,0.44,71.81
6151,CA-2023-106151,2025-02-04,2025-02-06,First Class,IM-10361,Theresa Olson,Home Office,United States,Lake Mollyville,64360,South,TEC-PA-100068,Furniture,Chairs,Coleman-Moore Chairs,227.31,3,0.41,11.62
6152,CA-2023-106152,2024-12-03,2024-12-06,Second Class,KT-10926,Linda Mcdonald,Consumer,United States,South Teresaland,05781,Central,TEC-TA-100019,Office Supplies,Paper,"Smith, Rose and Washington Paper",508.1,4,0.08,34.69
6153,CA-2023-106153,2025-01-19,2025-01-20,Second Class,IM-10015,Christian Brooks,Home Office,United States,Rogersmouth,13836,South,OFF-CO-100043,Furniture,Bookcases,"Freeman, Choi and Charles Bookcases",39.22,5,0.26,6.32
6154,CA-2023-106154,2024-11-29,2024-12-06,Second Class,SD-10200,Marcus Brown,Home Office,United States,Taylorland,18852,South,FUR-PH-100049,Office Supplies,Labels,Walton-Thomas Labels,67.4,5,0.26,9.31
6155,CA-2023-106155,2025-01-15,2025-01-17,First Class,DV-10933,Molly King,Home Office,United States,West Mary,17273,West,TEC-AP-100072,Furniture,Furnishings,"Cruz, Jimenez and Shannon Furnishings",900.38,3,0.04,125.41
6156,CA-2023-106156,2024-10-02,2024-10-08,Same Day,SO-10425,Karen Murphy,Home Office,United States,Port Robert,57182,South,TEC-FU-100061,Furniture,Chairs,Goodwin-Blair Chairs,499.54,1,0.36,53.6
6157,CA-2023-106157,2024-12-21,2024-12-27,Standard Class,HP-10684,Chris Morris,Corporate,United States,West Nicholefort,24625,East,TEC-BI-100055,Technology,Accessories,"Nichols, Durham and Garza Accessories",383.05,5,0.32,43.76
6158,CA-2023-106158,2024-12-23,2024-12-27,Standard Class,SD-10381,Judith Burns,Home Office,United States,Christinaville,82286,Central,FUR-PA-100077,Furniture,Chairs,Jackson-Gray Chairs,11.55,1,0.27,0.98
6159,CA-2023-106159,2024-07-18,2024-07-25,Same Day,SO-10414,Anthony King,Consumer,United States,Jonesshire,79851,West,TEC-CH-100092,Office Supplies,Binders,Nash PLC Binders,461.45,2,0.49,17.64
6160,CA-2023-106160,2024-04-07,2024-04-12,Same Day,BW-10478,Jason Mason,Home Office,United States,New Susanview,24078,East,OFF-EN-100047,Technology,Phones,"Turner, Garcia and Torres Phones",815.65,5,0.32,96.84
6161,CA-2023-106161,2024-10-09,2024-10-10,Second Class,SO-10576,Lauren Pena,Consumer,United States,North Cameron,44922,South,TEC-EN-100094,Furniture,Tables,Baker PLC Tables,663.27,1,0.28,65.88
6162,CA-2023-106162,2024-08-22,2024-08-23,Standard Class,AS-10806,Vernon Thomas,Corporate,United States,North Gerald,46723,West,FUR-FU-100020,Furniture,Chairs,"Daniel, Schneider and Hood Chairs",227.57,3,0.41,16.94
6163,CA-2023-106163,2025-02-07,2025-02-10,Second Class,KT-10774,Jim Hernandez,Consumer,United States,Sarahmouth,99597,Central,TEC-BI-100085,Office Supplies,Storage,"Lee, Malone and Baker Storage",969.21,2,0.19,112.77
6164,CA-2023-106164,2024-10-03,2024-10-10,Second Class,BW-10648,Rhonda Schneider,Consumer,United States,North Carrie,43418,East,OFF-TA-100015,Office Supplies,Paper,Scott-Jackson Paper,51.49,2,0.08,7.73
6165,CA-2023-106165,2024-10-04,2024-10-11,Second Class,IM-10043,Juan Wu,Home Office,United States,Raymondside,24517,Central,TEC-FU-100039,Technology,Copiers,Adams-Harris Copiers,511.41,1,0.32,38.73
6166,CA-2023-106166,2024-09-20,2024-09-26,Second Class,PW-10628,Sarah Chen,Home Office,United States,Port Johnborough,54925,Central,TEC-PA-100090,Technology,Machines,Stone Inc Machines,995.54,3,0.43,138.19
6167,CA-2023-106167,2025-01-27,2025-01-30,Standard Class,SO-10583,Patricia Guerrero,Corporate,United States,Rogerstown,75080,West,FUR-EN-100073,Furniture,Furnishings,Hill-Bates Furnishings,608.55,3,0.04,103.95
6168,CA-2023-106168,2024-06-20,2024-06-24,Standard Class,DV-10511,Mark Zimmerman,Corporate,United States,West Williamfurt,07666,East,FUR-AP-100066,Furniture,Chairs,Morgan LLC Chairs,465.13,4,0.27,86.65
6169,CA-2023-106169,2024-06-11,2024-06-14,Same Day,SD-10076,Jacob Joyce,Home Office,United States,West Crystalland,62156,West,OFF-BI-100052,Furniture,Tables,Padilla-Jackson Tables,561.56,1,0.14,103.36
6170,CA-2023-106170,2024-09-12,2024-09-14,Standard Class,IM-10599,Amber Wells,Consumer,United States,New Eric,26362,South,TEC-CO-100064,Office Supplies,Paper,"Mitchell, Fox and Faulkner Paper",985.02,4,0.44,94.52
6171,CA-2023-106171,2024-10-30,2024-11-04,Second Class,SO-10169,Travis James,Home Office,United States,Smithfurt,98256,East,FUR-BI-100021,Furniture,Chairs,Pope Group Chairs,353.6,1,0.49,28.63
6172,CA-2023-106172,2025-02-03,2025-02-04,Second Class,PW-10626,Angela Merritt,Corporate,United States,North Williamstad,19931,West,OFF-CO-100067,Furniture,Furnishings,"Short, Collins and Bailey Furnishings",893.7,4,0.12,83.88
6173,CA-2023-106173,2024-05-30,2024-06-04,Same Day,BW-10405,Ms. Alexandra Galvan,Home Office,United States,Kevinton,49475,South,FUR-EN-100018,Technology,Copiers,Estrada LLC Copiers,489.96,3,0.43,80.78
6174,CA-2023-106174,2024-04-18,2024-04-22,Same Day,KT-10729,Patricia Thomas,Home Office,United States,Jonathonborough,07583,East,TEC-PH-100064,Office Supplies,Labels,Oliver Group Labels,943.25,3,0.3,166.12
6175,CA-2023-106175,2024-05-21,2024-05-24,Second Class,HP-10943,Nicole Keller,Corporate,United States,Castillofort,47499,East,FUR-PA-100072,Technology,Accessories,Daniel Inc Accessories,65.61,3,0.16,6.64
6176,CA-2023-106176,2024-09-13,2024-09-17,Standard Class,BW-10992,Chad George,Home Office,United States,Gregoryland,44652,East,OFF-FU-100026,Furniture,Furnishings,"Hamilton, Briggs and Wilkinson Furnishings",303.9,4,0.29,50.45
6177,CA-2023-106177,2024-11-03,2024-11-04,Same Day,IM-10881,Terrance Mckay,Consumer,United States,Sandersfurt,91736,Central,OFF-CH-100079,Furniture,Tables,"Carroll, Johnson and Miller Tables",465.77,3,0.48,53.71
6178,CA-2023-106178,2025-02-06,2025-02-09,Same Day,SD-10172,James Mcmillan,Corporate,United States,East Alison,40920,West,OFF-PH-100050,Technology,Accessories,Smith-Patterson Accessories,557.87,5,0.48,62.96
6179,CA-2023-106179,2024-05-03,2024-05-04,Standard Class,HP-10280,Paul Short,Consumer,United States,East Ruth,26360,Central,OFF-CH-100010,Furniture,Tables,"Roberts, Bryant and Levy Tables",857.32,5,0.08,119.64
6180,CA-2023-106180,2024-07-06,2024-07-09,Standard Class,SD-10816,Yesenia Parker,Consumer,United States,North Charles,27316,Central,TEC-TA-100037,Office Supplies,Binders,Rodriguez and Sons Binders,69.76,5,0.48,4.54
6181,CA-2023-106181,2024-09-09,2024-09-14,First Class,HP-10273,Joshua Everett,Home Office,United States,North Thomas,80335,East,OFF-CH-100042,Technology,Phones,Hernandez Group Phones,212.46,4,0.35,21.27
6182,CA-2023-106182,2024-10-04,2024-10-05,Standard Class,IM-10434,Jessica Rodriguez,Home Office,United States,Alvaradoport,70691,South,TEC-EN-100055,Office Supplies,Binders,Parker Ltd Binders,103.75,3,0.09,8.47
